      Freq    Re(Vin),             Im(Vin),            Re(Vout),            Im(Vout),             Re(Iin),             Im(Iin),            Re(Iout),            Im(Iout),             Re(Pin),             Im(Pin),            Re(Zout),            Im(Zout),            Re(Pout),            Im(Pout),             Re(Zin),             Im(Zin),              Re(Av),              Im(Av),              Re(Ai),              Im(Ai),          
        Hz           V                    V                    V                    V                    A                    A                    A                    A                    W                    W                 Ohms                 Ohms                    W                    W                 Ohms                 Ohms                    L                    L                    L                    L          
 4.966e+05  3.040e+00,  3.170e-01,  -2.085e+00, -1.229e+00,   6.203e-03, -1.003e-03,  -6.599e-03, -3.888e-03,   1.854e-02,  5.016e-03,   1.983e+02, -5.391e+01,   1.854e-02,  1.735e-18,   4.695e+02,  1.271e+02,  -7.203e-01, -3.290e-01,  -9.380e-01, -7.785e-01,  
 5.034e+05  2.012e+00,  1.015e+00,  -9.691e-01,  2.011e+00,   9.454e-03, -3.213e-03,  -3.067e-03,  6.363e-03,   1.576e-02,  1.606e-02,   3.107e+02, -3.162e+02,   1.576e-02, -8.674e-19,   1.581e+02,  1.611e+02,   1.790e-02,  9.900e-01,  -4.958e-01,  5.045e-01,  
 5.101e+05  3.092e+00,  4.062e-01,   1.973e+00,  1.357e+00,   6.037e-03, -1.285e-03,   6.243e-03,  4.295e-03,   1.815e-02,  6.427e-03,   1.864e+02, -6.629e+01,   1.815e-02, -1.735e-18,   4.763e+02,  1.687e+02,   6.839e-01,  3.491e-01,   8.443e-01,  8.912e-01,  
 5.168e+05  1.969e+00,  1.000e+00,   1.048e+00, -1.967e+00,   9.593e-03, -3.165e-03,   3.318e-03, -6.224e-03,   1.572e-02,  1.583e-02,   3.228e+02, -3.246e+02,   1.572e-02,  0.000e+00,   1.540e+02,  1.551e+02,   1.980e-02, -1.009e+00,   5.049e-01, -4.822e-01,  
 5.235e+05  3.124e+00,  4.663e-01,  -1.901e+00, -1.424e+00,   5.935e-03, -1.476e-03,  -6.017e-03, -4.506e-03,   1.786e-02,  7.378e-03,   1.788e+02, -7.415e+01,   1.786e-02,  0.000e+00,   4.774e+02,  1.973e+02,  -6.618e-01, -3.570e-01,  -7.770e-01, -9.524e-01,  
 5.302e+05  1.945e+00,  1.011e+00,  -1.070e+00,  1.943e+00,   9.668e-03, -3.200e-03,  -3.386e-03,  6.148e-03,   1.557e-02,  1.600e-02,   3.244e+02, -3.329e+02,   1.557e-02,  0.000e+00,   1.501e+02,  1.543e+02,  -2.423e-02,  1.012e+00,  -5.053e-01,  4.687e-01,  
 5.369e+05  3.144e+00,  4.897e-01,   1.881e+00,  1.435e+00,   5.874e-03, -1.550e-03,   5.952e-03,  4.541e-03,   1.771e-02,  7.749e-03,   1.748e+02, -7.676e+01,   1.771e-02,  3.469e-18,   4.798e+02,  2.099e+02,   6.535e-01,  3.546e-01,   7.566e-01,  9.726e-01,  
 5.436e+05  1.942e+00,  1.053e+00,   1.032e+00, -1.940e+00,   9.678e-03, -3.333e-03,   3.264e-03, -6.140e-03,   1.528e-02,  1.667e-02,   3.136e+02, -3.416e+02,   1.528e-02,  8.674e-19,   1.458e+02,  1.591e+02,  -8.350e-03, -9.947e-01,   4.969e-01, -4.633e-01,  
 5.503e+05  3.150e+00,  4.703e-01,  -1.917e+00, -1.390e+00,   5.854e-03, -1.488e-03,  -6.066e-03, -4.399e-03,   1.774e-02,  7.441e-03,   1.747e+02, -7.355e+01,   1.774e-02,  0.000e+00,   4.863e+02,  2.040e+02,  -6.596e-01, -3.428e-01,  -7.938e-01, -9.533e-01,  
 5.571e+05  1.964e+00,  1.128e+00,  -9.318e-01,  1.955e+00,   9.607e-03, -3.570e-03,  -2.949e-03,  6.187e-03,   1.484e-02,  1.785e-02,   2.897e+02, -3.480e+02,   1.484e-02,  0.000e+00,   1.413e+02,  1.699e+02,   7.317e-02,  9.533e-01,  -4.799e-01,  4.656e-01,  
 5.638e+05  3.135e+00,  4.029e-01,   2.011e+00,  1.280e+00,   5.903e-03, -1.275e-03,   6.365e-03,  4.051e-03,   1.799e-02,  6.375e-03,   1.799e+02, -6.401e+01,   1.799e-02, -1.735e-18,   4.933e+02,  1.748e+02,   6.829e-01,  3.206e-01,   8.887e-01,  8.783e-01,  
 5.705e+05  2.022e+00,  1.231e+00,   7.712e-01, -1.978e+00,   9.424e-03, -3.894e-03,   2.440e-03, -6.260e-03,   1.426e-02,  1.947e-02,   2.549e+02, -3.476e+02,   1.426e-02,  1.735e-18,   1.372e+02,  1.873e+02,  -1.561e-01, -8.832e-01,   4.556e-01, -4.760e-01,  
 5.772e+05  3.075e+00,  2.872e-01,  -2.160e+00, -1.083e+00,   6.093e-03, -9.088e-04,  -6.835e-03, -3.426e-03,   1.847e-02,  4.544e-03,   1.935e+02, -4.784e+01,   1.847e-02, -1.735e-18,   4.868e+02,  1.197e+02,  -7.290e-01, -2.841e-01,  -1.015e+00, -7.138e-01,  
 5.839e+05  2.128e+00,  1.347e+00,  -5.540e-01,  1.998e+00,   9.088e-03, -4.263e-03,  -1.753e-03,  6.321e-03,   1.360e-02,  2.131e-02,   2.146e+02, -3.362e+02,   1.360e-02, -2.168e-18,   1.350e+02,  2.115e+02,   2.383e-01,  7.878e-01,  -4.256e-01,  4.960e-01,  
 5.906e+05  2.931e+00,  1.393e-01,   2.338e+00,  7.592e-01,   6.547e-03, -4.409e-04,   7.400e-03,  2.403e-03,   1.913e-02,  2.205e-03,   2.219e+02, -2.577e+01,   1.913e-02,  0.000e+00,   4.442e+02,  5.120e+01,   8.083e-01,  2.206e-01,   1.101e+00,  4.411e-01,  
 5.973e+05  2.293e+00,  1.454e+00,   2.870e-01, -2.003e+00,   8.565e-03, -4.601e-03,   9.081e-04, -6.338e-03,   1.295e-02,  2.301e-02,   1.758e+02, -3.122e+02,   1.295e-02,  1.952e-18,   1.370e+02,  2.434e+02,  -3.056e-01, -6.795e-01,   3.908e-01, -5.301e-01,  
 6.040e+05  2.658e+00,  1.670e-02,  -2.481e+00, -2.647e-01,   7.411e-03, -5.283e-05,  -7.851e-03, -8.376e-04,   1.970e-02,  2.642e-04,   2.784e+02, -3.818e+00,   1.970e-02,  0.000e+00,   3.587e+02,  4.810e+00,  -9.338e-01, -9.371e-02,  -1.059e+00, -1.206e-01,  
 6.107e+05  2.521e+00,  1.517e+00,   2.577e-02,  1.987e+00,   7.843e-03, -4.799e-03,   8.154e-05,  6.289e-03,   1.250e-02,  2.400e-02,   1.445e+02, -2.774e+02,   1.250e-02, -2.277e-18,   1.478e+02,  2.838e+02,   3.556e-01,  5.742e-01,  -3.494e-01,  5.880e-01,  
 6.175e+05  2.256e+00,  4.027e-02,   2.455e+00, -4.017e-01,   8.685e-03, -1.274e-04,   7.769e-03, -1.271e-03,   1.958e-02,  6.372e-04,   3.843e+02, -1.232e+01,   1.958e-02, -4.337e-19,   2.596e+02,  8.446e+00,   1.085e+00, -1.974e-01,   8.966e-01, -1.332e-01,  
 6.242e+05  2.802e+00,  1.489e+00,  -3.927e-01, -1.946e+00,   6.955e-03, -4.713e-03,  -1.243e-03, -6.158e-03,   1.247e-02,  2.356e-02,   1.239e+02, -2.342e+02,   1.247e-02,  1.301e-18,   1.767e+02,  3.339e+02,  -3.970e-01, -4.834e-01,   2.887e-01, -6.898e-01,  
 6.309e+05  1.857e+00,  3.365e-01,  -2.121e+00,  1.107e+00,   9.945e-03, -1.065e-03,  -6.711e-03,  3.505e-03,   1.811e-02,  5.324e-03,   5.081e+02, -1.487e+02,   1.811e-02, -8.674e-19,   1.811e+02,  5.322e+01,  -1.001e+00,  7.775e-01,  -7.045e-01,  2.770e-01,  
 6.376e+05  3.100e+00,  1.310e+00,   8.484e-01,  1.859e+00,   6.014e-03, -4.145e-03,   2.685e-03,  5.882e-03,   1.321e-02,  2.073e-02,   1.167e+02, -1.832e+02,   1.321e-02,  0.000e+00,   2.476e+02,  3.885e+02,   4.472e-01,  4.107e-01,  -1.544e-01,  8.717e-01,  
 6.443e+05  1.703e+00,  8.607e-01,   1.502e+00, -1.618e+00,   1.043e-02, -2.724e-03,   4.752e-03, -5.121e-03,   1.542e-02,  1.362e-02,   4.241e+02, -3.737e+02,   1.542e-02,  0.000e+00,   1.327e+02,  1.171e+02,   3.199e-01, -1.112e+00,   5.464e-01, -3.482e-01,  
 6.510e+05  3.304e+00,  9.006e-01,  -1.456e+00, -1.635e+00,   5.367e-03, -2.850e-03,  -4.608e-03, -5.173e-03,   1.517e-02,  1.425e-02,   1.292e+02, -1.217e+02,   1.517e-02,  8.674e-19,   4.107e+02,  3.859e+02,  -5.358e-01, -3.487e-01,  -2.705e-01, -1.107e+00,  
 6.577e+05  1.902e+00,  1.372e+00,  -8.025e-01,  1.835e+00,   9.805e-03, -4.341e-03,  -2.540e-03,  5.806e-03,   1.269e-02,  2.171e-02,   2.311e+02, -3.949e+02,   1.269e-02, -2.602e-18,   1.104e+02,  1.888e+02,   1.802e-01,  8.348e-01,  -4.358e-01,  3.992e-01,  
 6.644e+05  3.118e+00,  2.779e-01,   2.194e+00,  9.887e-01,   5.954e-03, -8.794e-04,   6.942e-03,  3.129e-03,   1.832e-02,  4.397e-03,   1.867e+02, -4.503e+01,   1.832e-02,  0.000e+00,   5.058e+02,  1.214e+02,   7.260e-01,  2.523e-01,   1.065e+00,  6.828e-01,  
 6.711e+05  2.359e+00,  1.655e+00,   1.603e-01, -1.862e+00,   8.357e-03, -5.237e-03,   5.074e-04, -5.892e-03,   1.105e-02,  2.618e-02,   1.332e+02, -3.155e+02,   1.105e-02, -1.409e-18,   1.136e+02,  2.692e+02,  -3.254e-01, -5.609e-01,   3.608e-01, -4.789e-01,  
 6.779e+05  2.253e+00,  3.745e-02,  -2.460e+00,  3.697e-01,   8.694e-03, -1.185e-04,  -7.784e-03,  1.170e-03,   1.958e-02,  5.926e-04,   3.852e+02, -1.149e+01,   1.958e-02, -8.674e-19,   2.590e+02,  7.838e+00,  -1.089e+00,  1.822e-01,  -8.970e-01,  1.223e-01,  
 6.846e+05  2.928e+00,  1.585e+00,   4.890e-01,  1.821e+00,   6.558e-03, -5.017e-03,   1.547e-03,  5.761e-03,   1.125e-02,  2.509e-02,   1.015e+02, -2.265e+02,   1.125e-02,  8.674e-19,   1.649e+02,  3.679e+02,   3.896e-01,  4.109e-01,  -2.751e-01,  6.681e-01,  
 6.913e+05  1.643e+00,  8.203e-01,   1.591e+00, -1.520e+00,   1.062e-02, -2.596e-03,   5.035e-03, -4.811e-03,   1.533e-02,  1.298e-02,   4.549e+02, -3.843e+02,   1.533e-02,  8.674e-19,   1.282e+02,  1.085e+02,   4.055e-01, -1.128e+00,   5.518e-01, -3.181e-01,  
 6.980e+05  3.359e+00,  9.863e-01,  -1.398e+00, -1.608e+00,   5.192e-03, -3.121e-03,  -4.424e-03, -5.088e-03,   1.436e-02,  1.561e-02,   1.171e+02, -1.275e+02,   1.436e-02,  8.674e-19,   3.914e+02,  4.253e+02,  -5.124e-01, -3.281e-01,  -1.931e-01, -1.096e+00,  
 7.047e+05  2.013e+00,  1.602e+00,  -5.418e-01,  1.776e+00,   9.452e-03, -5.069e-03,  -1.714e-03,  5.620e-03,   1.091e-02,  2.534e-02,   1.650e+02, -3.831e+02,   1.091e-02,  1.301e-18,   9.484e+01,  2.203e+02,   2.650e-01,  6.713e-01,  -3.885e-01,  3.862e-01,  
 7.114e+05  2.742e+00,  3.350e-02,   2.464e+00,  3.438e-01,   7.146e-03, -1.060e-04,   7.798e-03,  1.088e-03,   1.959e-02,  5.300e-04,   2.602e+02, -7.143e+00,   1.959e-02,  0.000e+00,   3.835e+02,  1.038e+01,   9.001e-01,  1.144e-01,   1.089e+00,  1.684e-01,  
 7.181e+05  2.780e+00,  1.739e+00,  -2.806e-01, -1.752e+00,   7.024e-03, -5.502e-03,  -8.880e-04, -5.544e-03,   9.963e-03,  2.751e-02,   9.268e+01, -2.560e+02,   9.963e-03,  8.674e-19,   1.251e+02,  3.455e+02,  -3.559e-01, -4.076e-01,   3.048e-01, -5.506e-01,  
 7.248e+05  1.604e+00,  8.224e-01,  -1.611e+00,  1.476e+00,   1.075e-02, -2.602e-03,  -5.097e-03,  4.669e-03,   1.510e-02,  1.301e-02,   4.651e+02, -4.000e+02,   1.510e-02, -8.674e-19,   1.235e+02,  1.064e+02,  -4.217e-01,  1.136e+00,  -5.474e-01,  3.019e-01,  
 7.315e+05  3.406e+00,  9.878e-01,   1.425e+00,  1.557e+00,   5.045e-03, -3.126e-03,   4.509e-03,  4.927e-03,   1.409e-02,  1.563e-02,   1.120e+02, -1.244e+02,   1.409e-02, -8.674e-19,   4.001e+02,  4.438e+02,   5.082e-01,  3.097e-01,   2.085e-01,  1.106e+00,  
 7.383e+05  2.177e+00,  1.774e+00,   3.119e-01, -1.703e+00,   8.934e-03, -5.615e-03,   9.870e-04, -5.389e-03,   9.485e-03,  2.808e-02,   1.204e+02, -3.561e+02,   9.485e-03,  0.000e+00,   8.518e+01,  2.521e+02,  -2.970e-01, -5.402e-01,   3.509e-01, -3.826e-01,  
 7.450e+05  2.133e+00,  7.627e-02,  -2.421e+00,  5.007e-01,   9.073e-03, -2.414e-04,  -7.660e-03,  1.584e-03,   1.933e-02,  1.207e-03,   4.238e+02, -2.621e+01,   1.933e-02,  8.674e-19,   2.347e+02,  1.465e+01,  -1.125e+00,  2.749e-01,  -8.483e-01,  1.521e-01,  
 7.517e+05  3.166e+00,  1.588e+00,   6.990e-01,  1.672e+00,   5.804e-03, -5.027e-03,   2.212e-03,  5.290e-03,   1.039e-02,  2.513e-02,   8.280e+01, -2.004e+02,   1.039e-02, -8.674e-19,   1.763e+02,  4.263e+02,   3.880e-01,  3.333e-01,  -2.333e-01,  7.095e-01,  
 7.584e+05  1.834e+00,  1.607e+00,   6.895e-01, -1.658e+00,   1.002e-02, -5.084e-03,   2.182e-03, -5.248e-03,   1.021e-02,  2.542e-02,   1.719e+02, -4.278e+02,   1.021e-02,  1.735e-18,   8.085e+01,  2.014e+02,  -2.355e-01, -6.980e-01,   3.845e-01, -3.286e-01,  
 7.651e+05  2.772e+00,  3.950e-02,  -2.459e+00, -3.594e-01,   7.051e-03, -1.250e-04,  -7.781e-03, -1.137e-03,   1.954e-02,  6.250e-04,   2.539e+02, -8.227e+00,   1.954e-02,  4.337e-19,   3.929e+02,  1.257e+01,  -8.886e-01, -1.170e-01,  -1.100e+00, -1.808e-01,  
 7.718e+05  2.985e+00,  1.786e+00,   4.394e-01,  1.623e+00,   6.376e-03, -5.650e-03,   1.390e-03,  5.135e-03,   8.944e-03,  2.825e-02,   7.392e+01, -2.336e+02,   8.944e-03,  4.337e-19,   1.232e+02,  3.893e+02,   3.479e-01,  3.355e-01,  -2.777e-01,  5.594e-01,  
 7.785e+05  1.743e+00,  1.567e+00,   7.818e-01, -1.615e+00,   1.031e-02, -4.960e-03,   2.474e-03, -5.112e-03,   1.019e-02,  2.480e-02,   1.857e+02, -4.514e+02,   1.019e-02, -1.735e-18,   7.791e+01,  1.896e+02,  -2.127e-01, -7.354e-01,   3.887e-01, -3.089e-01,  
 7.852e+05  2.821e+00,  5.395e-02,  -2.444e+00, -4.134e-01,   6.896e-03, -1.707e-04,  -7.734e-03, -1.308e-03,   1.944e-02,  8.537e-04,   2.439e+02, -1.083e+01,   1.944e-02,  0.000e+00,   4.086e+02,  1.794e+01,  -8.689e-01, -1.299e-01,  -1.116e+00, -2.173e-01,  
 7.919e+05  3.063e+00,  1.791e+00,   4.935e-01,  1.576e+00,   6.131e-03, -5.667e-03,   1.562e-03,  4.987e-03,   8.629e-03,  2.833e-02,   6.855e+01, -2.252e+02,   8.629e-03, -1.735e-18,   1.238e+02,  4.065e+02,   3.443e-01,  3.132e-01,  -2.681e-01,  5.656e-01,  
 7.987e+05  1.912e+00,  1.790e+00,   5.148e-01, -1.561e+00,   9.773e-03, -5.663e-03,   1.629e-03, -4.940e-03,   8.549e-03,  2.832e-02,   1.248e+02, -4.131e+02,   8.549e-03,  8.674e-19,   6.700e+01,  2.219e+02,  -2.639e-01, -5.695e-01,   3.440e-01, -3.061e-01,  
 8.054e+05  2.056e+00,  1.042e-01,  -2.394e+00,  5.599e-01,   9.315e-03, -3.297e-04,  -7.574e-03,  1.772e-03,   1.912e-02,  1.648e-03,   4.504e+02, -3.853e+01,   1.912e-02,  8.674e-19,   2.201e+02,  1.897e+01,  -1.147e+00,  3.304e-01,  -8.188e-01,  1.612e-01,  
 8.121e+05  3.404e+00,  1.458e+00,   9.569e-01,  1.547e+00,   5.052e-03, -4.613e-03,   3.028e-03,  4.895e-03,   1.047e-02,  2.307e-02,   7.632e+01, -1.683e+02,   1.047e-02,  8.674e-19,   2.237e+02,  4.929e+02,   4.020e-01,  2.822e-01,  -1.556e-01,  8.268e-01,  
 8.188e+05  2.432e+00,  2.031e+00,   4.970e-02, -1.455e+00,   8.125e-03, -6.428e-03,   1.573e-04, -4.604e-03,   6.707e-03,  3.214e-02,   6.680e+01, -3.201e+02,   6.707e-03, -8.132e-19,   6.248e+01,  2.994e+02,  -2.822e-01, -3.624e-01,   2.876e-01, -3.391e-01,  
 8.255e+05  1.536e+00,  1.371e+00,  -1.069e+00,  1.516e+00,   1.096e-02, -4.337e-03,  -3.383e-03,  4.799e-03,   1.089e-02,  2.169e-02,   2.574e+02, -5.119e+02,   1.089e-02, -8.674e-19,   7.836e+01,  1.560e+02,   1.031e-01,  8.954e-01,  -4.165e-01,  2.729e-01,  
 8.322e+05  2.889e+00,  7.567e-02,   2.423e+00,  4.734e-01,   6.680e-03, -2.395e-04,   7.666e-03,  1.498e-03,   1.928e-02,  1.197e-03,   2.305e+02, -1.444e+01,   1.928e-02,  4.337e-19,   4.315e+02,  2.680e+01,   8.422e-01,  1.418e-01,   1.138e+00,  2.650e-01,  
 8.389e+05  3.310e+00,  1.698e+00,  -7.080e-01, -1.487e+00,   5.347e-03, -5.373e-03,  -2.240e-03, -4.704e-03,   8.580e-03,  2.686e-02,   6.197e+01, -1.942e+02,   8.580e-03, -1.301e-18,   1.493e+02,  4.675e+02,  -3.517e-01, -2.687e-01,   2.314e-01, -6.473e-01,  
 8.456e+05  2.508e+00,  2.100e+00,   3.824e-03,  1.356e+00,   7.887e-03, -6.646e-03,   1.210e-05,  4.291e-03,   5.819e-03,  3.323e-02,   5.440e+01, -3.107e+02,   5.819e-03, -6.336e-19,   5.470e+01,  3.124e+02,   2.671e-01,  3.171e-01,  -2.672e-01,  3.189e-01,  
 8.524e+05  1.761e+00,  1.816e+00,   5.859e-01, -1.437e+00,   1.025e-02, -5.746e-03,   1.854e-03, -4.547e-03,   7.619e-03,  2.873e-02,   1.192e+02, -4.491e+02,   7.619e-03, -4.337e-19,   5.519e+01,  2.081e+02,  -2.464e-01, -5.617e-01,   3.269e-01, -2.604e-01,  
 8.591e+05  1.552e+00,  5.785e-01,  -1.913e+00,  1.166e+00,   1.091e-02, -1.831e-03,  -6.053e-03,  3.689e-03,   1.588e-02,  9.154e-03,   5.787e+02, -3.327e+02,   1.588e-02,  8.674e-19,   1.297e+02,  7.480e+01,  -8.362e-01,  1.062e+00,  -5.948e-01,  2.383e-01,  
 8.658e+05  3.357e+00,  4.246e-01,   2.069e+00,  1.027e+00,   5.200e-03, -1.344e-03,   6.547e-03,  3.251e-03,   1.688e-02,  6.718e-03,   1.473e+02, -5.881e+01,   1.688e-02,  8.674e-19,   5.854e+02,  2.329e+02,   6.447e-01,  2.245e-01,   1.029e+00,  8.910e-01,  
 8.725e+05  3.407e+00,  1.677e+00,  -7.677e-01, -1.423e+00,   5.041e-03, -5.309e-03,  -2.429e-03, -4.502e-03,   8.270e-03,  2.654e-02,   5.732e+01, -1.841e+02,   8.270e-03,  0.000e+00,   1.543e+02,  4.953e+02,  -3.468e-01, -2.468e-01,   2.174e-01, -6.641e-01,  
 8.792e+05  2.921e+00,  2.100e+00,   2.526e-01,  1.265e+00,   6.579e-03, -6.644e-03,   7.992e-04,  4.004e-03,   5.268e-03,  3.322e-02,   4.070e+01, -2.568e+02,   5.268e-03, -2.168e-19,   6.025e+01,  3.800e+02,   2.623e-01,  2.446e-01,  -2.441e-01,  3.620e-01,  
 8.859e+05  2.523e+00,  2.200e+00,  -1.164e-02, -1.187e+00,   7.837e-03, -6.962e-03,  -3.682e-05, -3.756e-03,   4.460e-03,  3.481e-02,   3.980e+01, -3.107e+02,   4.460e-03, -4.269e-19,   4.058e+01,  3.168e+02,  -2.356e-01, -2.650e-01,   2.354e-01, -2.702e-01,  
 8.926e+05  2.218e+00,  2.180e+00,  -1.537e-01,  1.180e+00,   8.804e-03, -6.899e-03,  -4.864e-04,  3.736e-03,   4.484e-03,  3.450e-02,   4.638e+01, -3.567e+02,   4.484e-03, -3.253e-19,   3.584e+01,  2.757e+02,   2.308e-01,  3.053e-01,  -2.402e-01,  2.360e-01,  
 8.993e+05  1.996e+00,  2.113e+00,   2.882e-01, -1.204e+00,   9.507e-03, -6.686e-03,   9.122e-04, -3.809e-03,   4.847e-03,  3.343e-02,   5.741e+01, -3.958e+02,   4.847e-03, -2.168e-19,   3.588e+01,  2.475e+02,  -2.329e-01, -3.564e-01,   2.527e-01, -2.229e-01,  
 9.060e+05  1.866e+00,  2.054e+00,  -3.770e-01,  1.219e+00,   9.916e-03, -6.501e-03,  -1.193e-03,  3.858e-03,   5.153e-03,  3.251e-02,   6.693e+01, -4.220e+02,   5.153e-03, -2.168e-19,   3.665e+01,  2.312e+02,   2.337e-01,  3.959e-01,  -2.625e-01,  2.169e-01,  
 9.128e+05  1.845e+00,  2.058e+00,   3.829e-01, -1.200e+00,   9.984e-03, -6.512e-03,   1.212e-03, -3.797e-03,   5.019e-03,  3.256e-02,   6.574e+01, -4.263e+02,   5.019e-03, -2.168e-19,   3.532e+01,  2.292e+02,  -2.307e-01, -3.929e-01,   2.591e-01, -2.112e-01,  
 9.195e+05  1.943e+00,  2.138e+00,  -2.957e-01,  1.132e+00,   9.674e-03, -6.766e-03,  -9.358e-04,  3.582e-03,   4.330e-03,  3.383e-02,   5.190e+01, -4.054e+02,   4.330e-03, -2.168e-19,   3.107e+01,  2.428e+02,   2.211e-01,  3.392e-01,  -2.388e-01,  2.032e-01,  
 9.262e+05  2.157e+00,  2.248e+00,   1.574e-01, -1.027e+00,   8.995e-03, -7.113e-03,   4.980e-04, -3.251e-03,   3.418e-03,  3.557e-02,   3.522e+01, -3.664e+02,   3.418e-03, -1.084e-19,   2.599e+01,  2.704e+02,  -2.029e-01, -2.647e-01,   2.099e-01, -1.954e-01,  
 9.329e+05  2.468e+00,  2.317e+00,  -1.357e-02,  9.395e-01,   8.012e-03, -7.331e-03,  -4.296e-05,  2.973e-03,   2.794e-03,  3.665e-02,   2.438e+01, -3.199e+02,   2.794e-03,  2.778e-19,   2.369e+01,  3.108e+02,   1.870e-01,  2.051e-01,  -1.877e-01,  1.993e-01,  
 9.396e+05  2.896e+00,  2.265e+00,  -1.684e-01, -9.675e-01,   6.658e-03, -7.167e-03,  -5.330e-04, -3.062e-03,   3.052e-03,  3.583e-02,   2.258e+01, -2.651e+02,   3.052e-03,  0.000e+00,   3.189e+01,  3.745e+02,  -1.982e-01, -1.791e-01,   1.922e-01, -2.529e-01,  
 9.463e+05  3.610e+00,  1.563e+00,   9.277e-01,  1.309e+00,   4.399e-03, -4.948e-03,   2.936e-03,  4.142e-03,   8.144e-03,  2.474e-02,   5.258e+01, -1.599e+02,   8.144e-03, -4.337e-19,   1.858e+02,  5.645e+02,   3.486e-01,  2.116e-01,  -1.729e-01,  7.471e-01,  
 9.530e+05  1.393e+00,  1.599e+00,  -8.953e-01,  1.291e+00,   1.142e-02, -5.060e-03,  -2.833e-03,  4.085e-03,   7.809e-03,  2.530e-02,   1.739e+02, -5.628e+02,   7.809e-03,  1.301e-18,   5.008e+01,  1.623e+02,   1.817e-01,  7.182e-01,  -3.400e-01,  2.071e-01,  
 9.597e+05  2.502e+00,  2.384e+00,  -1.345e-07, -7.538e-01,   7.906e-03, -7.543e-03,  -4.255e-10, -2.386e-03,   1.798e-03,  3.772e-02,   1.506e+01, -3.159e+02,   1.798e-03, -9.932e-20,   1.506e+01,  3.159e+02,  -1.505e-01, -1.579e-01,   1.507e-01, -1.580e-01,  
 9.664e+05  3.389e+00,  3.931e-01,   2.106e+00,  9.329e-01,   5.098e-03, -1.244e-03,   6.664e-03,  2.952e-03,   1.679e-02,  6.220e-03,   1.440e+02, -5.355e+01,   1.679e-02,  8.674e-19,   6.097e+02,  2.259e+02,   6.446e-01,  2.005e-01,   1.100e+00,  8.476e-01,  
 9.732e+05  2.594e+00,  2.413e+00,   2.452e-02,  6.450e-01,   7.615e-03, -7.637e-03,   7.760e-05,  2.041e-03,   1.319e-03,  3.819e-02,   1.051e+01, -3.043e+02,   1.319e-03, -6.776e-20,   1.134e+01,  3.283e+02,   1.291e-01,  1.286e-01,  -1.289e-01,  1.387e-01,  
 9.799e+05  2.106e+00,  2.368e+00,  -1.152e-01,  6.892e-01,   9.158e-03, -7.493e-03,  -3.645e-04,  2.181e-03,   1.545e-03,  3.747e-02,   1.539e+01, -3.731e+02,   1.545e-03,  5.421e-20,   1.104e+01,  2.676e+02,   1.384e-01,  1.717e-01,  -1.406e-01,  1.232e-01,  
 9.866e+05  2.124e+00,  2.391e+00,  -9.767e-02,  6.185e-01,   9.101e-03, -7.566e-03,  -3.091e-04,  1.957e-03,   1.241e-03,  3.783e-02,   1.213e+01, -3.699e+02,   1.241e-03, -8.132e-20,   8.858e+00,  2.701e+02,   1.243e-01,  1.513e-01,  -1.258e-01,  1.105e-01,  
 9.933e+05  2.691e+00,  2.452e+00,   3.436e-02,  4.458e-01,   7.308e-03, -7.760e-03,   1.087e-04,  1.411e-03,   6.328e-04,  3.880e-02,   4.774e+00, -2.928e+02,   6.328e-04, -1.084e-19,   5.569e+00,  3.415e+02,   8.947e-02,  8.416e-02,  -8.937e-02,  9.817e-02,  
 1.000e+06  2.726e+00,  2.463e+00,  -3.304e-02, -3.623e-01,   7.195e-03, -7.794e-03,  -1.045e-04, -1.147e-03,   4.189e-04,  3.897e-02,   3.102e+00, -2.887e+02,   4.189e-04, -5.421e-20,   3.723e+00,  3.464e+02,  -7.278e-02, -6.715e-02,   7.274e-02, -8.056e-02,  
